Transaction_ID,Sender_Account_ID,Receiver_Account_ID,Amount_THB,Timestamp,Channel,Is_Scam_Inflow,Is_Mule_Outflow,Sender_Is_Mule,Receiver_Is_Mule
TXN0002376,ACC01140,ACC00840,2835.47,2026-04-03 09:58:00.000000,Mobile,0,0,0,0
TXN0009979,ACC01204,ACC00651,683.64,2026-04-02 11:59:00.000000,Mobile,0,0,0,0
TXN0009187,ACC00102,ACC01479,1930.25,2026-04-04 21:18:00.000000,Mobile,0,0,0,0
TXN0003955,ACC00840,ACC01237,72.3,2026-04-17 11:10:00.000000,Internet Banking,0,0,0,0
TXN0003852,ACC00614,ACC00804,331.8,2026-04-11 13:01:00.000000,ATM,0,0,0,0
TXN0011630,ACC00003,ACC00399,89.67,2026-04-24 07:58:00.000000,Mobile,0,0,0,0
TXN0005378,ACC00803,ACC00177,571.17,2026-04-11 19:58:00.000000,Mobile,0,0,0,0
TXN0003547,ACC00721,ACC00510,631.08,2026-04-09 19:18:00.000000,Mobile,0,0,0,0
TXN0003528,ACC00056,ACC01729,5000.0,2026-04-05 10:56:00.000000,Mobile,0,0,0,0
TXN0010180,ACC01398,ACC00390,25000.0,2026-04-06 09:26:00.000000,ATM,0,0,0,0
TXN0010991,ACC01832,ACC01416,2059.57,2026-04-27 12:35:00.000000,Mobile,0,0,0,0
TXN0003752,ACC01316,ACC01943,628.84,2026-04-25 12:53:00.000000,Mobile,0,0,0,0
TXN0000618,ACC01862,ACC00466,8400.0,2026-04-16 23:37:12.986973,ATM,0,1,1,0
TXN0003672,ACC00301,ACC00700,527.48,2026-04-04 14:14:00.000000,Branch,0,0,0,0
TXN0003920,ACC00626,ACC00220,466.76,2026-04-17 07:03:00.000000,Mobile,0,0,0,0
TXN0011885,ACC00301,ACC01271,1680.68,2026-04-20 21:32:00.000000,Mobile,0,0,0,0
TXN0008226,ACC01943,ACC01528,430.53,2026-04-25 14:26:00.000000,Branch,0,0,0,0
TXN0006274,ACC01233,ACC00816,25000.0,2026-04-08 10:21:00.000000,Mobile,0,0,0,0
TXN0002653,ACC00196,ACC01520,65.61,2026-03-29 19:27:00.000000,ATM,0,0,0,0
TXN0006248,ACC00497,ACC01579,303.74,2026-04-13 11:56:00.000000,Mobile,0,0,0,0
TXN0008645,ACC01073,ACC00957,30000.0,2026-04-26 07:58:00.000000,Mobile,0,0,0,0
TXN0000746,ACC00787,ACC00387,30000.0,2026-04-15 13:58:00.000000,Mobile,0,0,0,0
TXN0003542,ACC00158,ACC00515,1515.36,2026-04-01 17:35:00.000000,Mobile,0,0,0,0
TXN0011775,ACC01269,ACC01700,519.25,2026-03-30 16:55:00.000000,Internet Banking,0,0,0,0
TXN0002005,ACC01164,ACC00444,837.84,2026-04-10 14:45:00.000000,Internet Banking,0,0,0,0
TXN0007443,ACC00482,ACC01910,93.35,2026-04-01 19:22:00.000000,Mobile,0,0,0,0
TXN0004585,ACC01021,ACC01373,218.7,2026-04-22 18:07:00.000000,Mobile,0,0,0,0
TXN0011486,ACC00853,ACC00069,5000.0,2026-04-26 11:56:00.000000,Mobile,0,0,0,0
TXN0003048,ACC01844,ACC01458,415.41,2026-04-03 17:04:00.000000,Mobile,0,0,0,0
TXN0011287,ACC01870,ACC01322,159.88,2026-04-24 18:13:00.000000,Mobile,0,0,0,0
TXN0010646,ACC01071,ACC01406,860.63,2026-04-14 23:48:00.000000,Mobile,0,0,0,0
TXN0001337,ACC01740,ACC01055,5000.0,2026-04-19 08:59:00.000000,Internet Banking,0,0,0,0
TXN0010093,ACC00300,ACC00597,359.03,2026-04-11 17:29:00.000000,Mobile,0,0,0,0
TXN0004100,ACC00286,ACC01930,913.45,2026-04-14 14:17:00.000000,Mobile,0,0,0,0
TXN0005295,ACC00507,ACC01512,2596.01,2026-03-31 09:58:00.000000,Internet Banking,0,0,0,0
TXN0006522,ACC00029,ACC01261,186.49,2026-04-06 09:40:00.000000,Mobile,0,0,0,0
TXN0003096,ACC00882,ACC00596,957.02,2026-04-25 18:13:00.000000,Mobile,0,0,0,0
TXN0004768,ACC00832,ACC00648,802.15,2026-04-09 13:11:00.000000,Internet Banking,0,0,0,0
TXN0003286,ACC00545,ACC00845,451.03,2026-04-16 10:25:00.000000,Mobile,0,0,0,0
TXN0005303,ACC00124,ACC00358,1053.85,2026-04-20 13:42:00.000000,Internet Banking,0,0,0,0
TXN0007022,ACC01621,ACC01438,2770.09,2026-04-05 16:25:00.000000,Mobile,0,0,0,0
TXN0008721,ACC00609,ACC01172,845.53,2026-04-16 17:33:00.000000,Mobile,0,0,0,0
TXN0001314,ACC00027,ACC01836,1207.32,2026-04-18 14:30:00.000000,Internet Banking,0,0,0,0
TXN0006861,ACC00761,ACC01101,944.53,2026-04-13 22:37:00.000000,Mobile,0,0,0,0
TXN0011657,ACC01331,ACC00829,1437.73,2026-04-24 02:48:00.000000,Mobile,0,0,0,0
TXN0006744,ACC00269,ACC01710,233.49,2026-04-12 13:45:00.000000,Mobile,0,0,0,0
TXN0002904,ACC00689,ACC01667,65.43,2026-04-21 08:14:00.000000,Branch,0,0,0,0
TXN0006299,ACC00967,ACC01175,53.23,2026-04-18 07:26:00.000000,Mobile,0,0,0,0
TXN0010116,ACC00138,ACC01798,786.52,2026-04-01 10:16:00.000000,Mobile,0,0,0,0
TXN0003334,ACC01577,ACC00641,197.04,2026-04-04 22:46:00.000000,Mobile,0,0,0,0
TXN0008560,ACC01658,ACC01747,212.72,2026-04-01 16:17:00.000000,Mobile,0,0,0,0
TXN0006479,ACC00540,ACC00642,2344.21,2026-04-24 08:35:00.000000,Branch,0,0,0,0
TXN0010329,ACC00594,ACC00476,464.82,2026-04-23 20:51:00.000000,Internet Banking,0,0,0,0
TXN0003054,ACC00073,ACC00597,2528.92,2026-04-13 12:39:00.000000,Internet Banking,0,0,0,0
TXN0008913,ACC01063,ACC01674,15000.0,2026-04-04 08:00:00.000000,Internet Banking,0,0,0,0
TXN0000977,ACC01870,ACC01191,205.29,2026-04-22 22:17:00.000000,Mobile,0,0,0,0
TXN0005886,ACC01352,ACC01225,187.43,2026-04-25 08:04:00.000000,Mobile,0,0,0,0
TXN0004722,ACC00547,ACC01197,1159.57,2026-03-29 21:23:00.000000,Internet Banking,0,0,0,0
TXN0000654,ACC01919,ACC01795,32900.0,2026-04-14 02:23:29.992452,ATM,0,1,1,0
TXN0009723,ACC00567,ACC00627,901.9,2026-04-22 08:40:00.000000,Mobile,0,0,0,0
TXN0002270,ACC00741,ACC01381,1215.13,2026-04-06 15:13:00.000000,Internet Banking,0,0,0,0
TXN0006851,ACC00976,ACC00639,606.77,2026-04-17 16:03:00.000000,ATM,0,0,0,0
TXN0008778,ACC01306,ACC00467,1255.25,2026-04-08 11:59:00.000000,Mobile,0,0,0,0
TXN0004635,ACC00860,ACC00500,53.26,2026-04-15 18:50:00.000000,Mobile,0,0,0,0
TXN0007808,ACC01214,ACC00894,120.82,2026-03-29 10:06:00.000000,ATM,0,0,0,0
TXN0011049,ACC00245,ACC01793,54.68,2026-04-21 14:46:00.000000,Internet Banking,0,0,0,0
TXN0008460,ACC00876,ACC00735,1029.73,2026-04-09 13:32:00.000000,Mobile,0,0,0,0
TXN0004116,ACC00619,ACC01982,1359.87,2026-04-07 19:47:00.000000,Mobile,0,0,0,0
TXN0007534,ACC01127,ACC00805,2550.58,2026-04-22 15:10:00.000000,Branch,0,0,0,0
TXN0011514,ACC00564,ACC00170,294.85,2026-04-20 10:45:00.000000,Mobile,0,0,0,0
TXN0009339,ACC01983,ACC00632,993.65,2026-03-30 11:59:00.000000,Mobile,0,0,0,0
TXN0000612,ACC01831,ACC00437,44100.0,2026-04-24 22:47:00.377379,Mobile,0,1,1,0
TXN0004366,ACC00575,ACC01541,759.57,2026-04-20 12:32:00.000000,ATM,0,0,0,0
TXN0002115,ACC01562,ACC01429,311.42,2026-04-09 12:12:00.000000,Mobile,0,0,0,0
TXN0005412,ACC01789,ACC00132,686.66,2026-04-27 23:30:00.000000,Mobile,0,0,0,0
TXN0006658,ACC00519,ACC00165,3128.39,2026-04-07 20:37:00.000000,ATM,0,0,0,0
TXN0006342,ACC01006,ACC00203,314.24,2026-04-09 11:05:00.000000,ATM,0,0,0,0
TXN0010463,ACC01542,ACC01768,418.05,2026-04-08 20:53:00.000000,Mobile,0,0,0,0
TXN0003167,ACC00787,ACC01228,207.08,2026-04-23 16:54:00.000000,Mobile,0,0,0,0
TXN0002603,ACC01902,ACC00859,558.26,2026-04-25 15:27:00.000000,Internet Banking,0,0,0,0
TXN0006760,ACC00207,ACC00823,421.93,2026-04-04 16:43:00.000000,Mobile,0,0,0,0
TXN0000512,ACC00895,ACC01393,50000.0,2026-04-22 23:25:00.000000,Mobile,1,0,0,1
TXN0008403,ACC01211,ACC01865,796.09,2026-04-27 08:39:00.000000,ATM,0,0,0,0
TXN0006323,ACC01383,ACC00477,309.0,2026-04-11 15:08:00.000000,Mobile,0,0,0,0
TXN0003016,ACC01692,ACC01082,170.96,2026-04-20 16:07:00.000000,Mobile,0,0,0,0
TXN0009041,ACC00841,ACC01023,507.88,2026-04-18 17:51:00.000000,Internet Banking,0,0,0,0
TXN0008470,ACC01191,ACC01616,647.44,2026-04-21 19:23:00.000000,Mobile,0,0,0,0
TXN0006175,ACC01286,ACC00301,268.79,2026-03-30 13:33:00.000000,Mobile,0,0,0,0
TXN0008963,ACC00069,ACC01826,1657.61,2026-04-19 13:04:00.000000,ATM,0,0,0,0
TXN0008112,ACC01165,ACC00242,211.31,2026-04-22 14:56:00.000000,Internet Banking,0,0,0,0
TXN0003705,ACC00424,ACC00304,382.81,2026-04-12 19:10:00.000000,ATM,0,0,0,0
TXN0000521,ACC01559,ACC01486,29500.0,2026-04-26 00:09:00.000000,Mobile,1,0,0,1
TXN0008413,ACC01391,ACC00951,532.3,2026-03-29 12:51:00.000000,Mobile,0,0,0,0
TXN0004639,ACC01418,ACC00555,471.01,2026-04-06 11:50:00.000000,Mobile,0,0,0,0
TXN0006970,ACC01333,ACC01048,258.3,2026-04-01 19:49:00.000000,Internet Banking,0,0,0,0
TXN0006181,ACC01605,ACC00072,61.26,2026-04-26 00:28:00.000000,Mobile,0,0,0,0
TXN0004076,ACC01690,ACC00493,1538.03,2026-04-10 10:22:00.000000,Mobile,0,0,0,0
TXN0006423,ACC00850,ACC00184,313.01,2026-03-31 16:52:00.000000,Branch,0,0,0,0
TXN0005737,ACC01608,ACC01451,258.72,2026-04-12 19:01:00.000000,Mobile,0,0,0,0
TXN0009756,ACC00681,ACC00005,847.91,2026-04-04 19:21:00.000000,Branch,0,0,0,0
TXN0008409,ACC01776,ACC00744,885.04,2026-04-06 09:54:00.000000,Mobile,0,0,0,0
TXN0011910,ACC01453,ACC00167,146.68,2026-04-18 21:30:00.000000,Branch,0,0,0,0
TXN0008699,ACC01999,ACC01100,149.05,2026-03-29 16:42:00.000000,Mobile,0,0,0,0
TXN0005171,ACC00774,ACC00822,1431.43,2026-04-21 09:56:00.000000,Internet Banking,0,0,0,0
TXN0001110,ACC01878,ACC01121,467.19,2026-04-06 18:00:00.000000,Mobile,0,0,0,0
TXN0011539,ACC00375,ACC01314,779.43,2026-04-03 10:23:00.000000,Mobile,0,0,0,0
TXN0009535,ACC01599,ACC00881,245.32,2026-04-03 10:36:00.000000,Mobile,0,0,0,0
TXN0001039,ACC00464,ACC00394,1153.0,2026-04-16 10:54:00.000000,Mobile,0,0,0,0
TXN0007301,ACC00102,ACC01629,77.85,2026-04-01 12:59:00.000000,Mobile,0,0,0,0
TXN0000021,ACC01118,ACC00065,13766.0,2026-04-10 01:57:00.000000,Internet Banking,1,0,0,1
TXN0009616,ACC01366,ACC01605,1321.17,2026-04-24 15:35:00.000000,Branch,0,0,0,0
TXN0011008,ACC00302,ACC01755,471.87,2026-04-24 19:51:00.000000,Mobile,0,0,0,0
TXN0006076,ACC01669,ACC01235,1778.32,2026-04-19 18:58:00.000000,Mobile,0,0,0,0
TXN0006009,ACC01304,ACC01606,1167.99,2026-04-17 09:59:00.000000,Mobile,0,0,0,0
TXN0006463,ACC01162,ACC01927,2019.56,2026-04-07 12:01:00.000000,Mobile,0,0,0,0
TXN0000935,ACC01722,ACC00567,1940.82,2026-04-18 11:13:00.000000,ATM,0,0,0,0
TXN0005177,ACC00694,ACC01507,219.42,2026-04-16 22:07:00.000000,Mobile,0,0,0,0
TXN0010856,ACC01057,ACC00773,30000.0,2026-04-17 10:57:00.000000,Mobile,0,0,0,0
TXN0011829,ACC01504,ACC00507,1405.12,2026-04-23 14:07:00.000000,Mobile,0,0,0,0
TXN0008215,ACC00726,ACC00845,314.73,2026-04-21 08:37:00.000000,Mobile,0,0,0,0
TXN0000395,ACC00995,ACC01928,29200.0,2026-04-25 03:40:39.152797,Mobile,0,1,1,0
TXN0010903,ACC01908,ACC01794,2860.1,2026-03-31 17:18:00.000000,Mobile,0,0,0,0
TXN0006120,ACC01367,ACC01496,105.35,2026-04-02 09:49:00.000000,Mobile,0,0,0,0
TXN0001738,ACC00994,ACC00886,170.0,2026-04-27 11:43:00.000000,Internet Banking,0,0,0,0
TXN0002166,ACC00692,ACC00912,209.17,2026-04-10 18:33:00.000000,Mobile,0,0,0,0
TXN0000562,ACC01949,ACC01594,79500.0,2026-04-13 22:49:00.000000,Mobile,1,0,0,1
TXN0003070,ACC01827,ACC01093,248.51,2026-04-24 13:02:00.000000,Internet Banking,0,0,0,0
TXN0004623,ACC00552,ACC01335,1071.23,2026-04-01 20:37:00.000000,Mobile,0,0,0,0
TXN0011080,ACC00077,ACC01974,3978.71,2026-04-12 18:27:00.000000,Mobile,0,0,0,0
TXN0009538,ACC00232,ACC01680,134.19,2026-04-01 12:28:00.000000,Branch,0,0,0,0
TXN0001163,ACC00376,ACC00725,1365.13,2026-04-22 17:28:00.000000,Mobile,0,0,0,0
TXN0006163,ACC00722,ACC00674,4843.97,2026-04-08 09:03:00.000000,ATM,0,0,0,0
TXN0007894,ACC01619,ACC01714,965.24,2026-04-07 08:46:00.000000,Branch,0,0,0,0
TXN0006963,ACC01062,ACC01077,20000.0,2026-04-25 15:49:00.000000,Mobile,0,0,0,0
TXN0001730,ACC01975,ACC01933,93.06,2026-04-20 17:29:00.000000,Branch,0,0,0,0
TXN0001528,ACC01346,ACC01357,56.79,2026-04-20 18:06:00.000000,Mobile,0,0,0,0
TXN0005004,ACC01463,ACC01060,85.09,2026-04-21 21:19:00.000000,Mobile,0,0,0,0
TXN0000843,ACC01574,ACC00886,1168.2,2026-03-29 07:05:00.000000,Mobile,0,0,0,0
TXN0002931,ACC00075,ACC01376,460.53,2026-04-04 19:32:00.000000,Mobile,0,0,0,0
TXN0006966,ACC01018,ACC00715,2497.49,2026-04-01 08:26:00.000000,Mobile,0,0,0,0
TXN0000059,ACC00115,ACC01018,8600.0,2026-04-16 16:45:47.360475,ATM,0,1,1,0
TXN0005323,ACC01297,ACC01500,2019.18,2026-04-17 18:48:00.000000,Mobile,0,0,0,0
TXN0002866,ACC00489,ACC00351,169.21,2026-04-08 14:43:00.000000,ATM,0,0,0,0
TXN0007654,ACC00800,ACC00596,2987.18,2026-04-23 14:46:00.000000,Mobile,0,0,0,0
TXN0006581,ACC00881,ACC00478,161.23,2026-04-01 08:36:00.000000,Mobile,0,0,0,0
TXN0002292,ACC00660,ACC01690,447.25,2026-04-10 09:52:00.000000,ATM,0,0,0,0
TXN0006110,ACC00608,ACC00027,588.14,2026-04-26 12:56:00.000000,Mobile,0,0,0,0
TXN0000084,ACC00191,ACC00023,6000.0,2026-04-04 00:43:23.410873,ATM,0,1,1,0
TXN0007800,ACC00955,ACC01683,912.16,2026-03-30 08:21:00.000000,Mobile,0,0,0,0
TXN0007780,ACC00910,ACC01896,133.59,2026-04-22 14:10:00.000000,Mobile,0,0,0,0
TXN0001946,ACC01789,ACC01379,3464.48,2026-04-20 15:46:00.000000,Branch,0,0,0,0
TXN0009277,ACC01739,ACC00580,1334.62,2026-03-29 14:15:00.000000,Internet Banking,0,0,0,0
TXN0001650,ACC00669,ACC01396,648.52,2026-03-30 15:31:00.000000,ATM,0,0,0,0
TXN0009869,ACC00390,ACC01149,256.06,2026-04-26 09:03:00.000000,Branch,0,0,0,0
TXN0011943,ACC01049,ACC01614,30000.0,2026-04-21 12:20:00.000000,ATM,0,0,0,0
TXN0002725,ACC00605,ACC00686,343.55,2026-04-26 15:32:00.000000,Internet Banking,0,0,0,0
TXN0006940,ACC01880,ACC00172,1162.78,2026-04-18 12:52:00.000000,Internet Banking,0,0,0,0
TXN0005563,ACC01055,ACC01751,2072.42,2026-03-29 11:49:00.000000,Mobile,0,0,0,0
TXN0000415,ACC01022,ACC01193,17900.0,2026-04-21 21:29:05.702869,ATM,0,1,1,0
TXN0005345,ACC01690,ACC01322,408.28,2026-04-05 11:17:00.000000,Internet Banking,0,0,0,0
TXN0011417,ACC01350,ACC01467,165.96,2026-04-10 16:05:00.000000,Mobile,0,0,0,0
TXN0002451,ACC00002,ACC00540,645.03,2026-04-14 16:14:00.000000,Internet Banking,0,0,0,0
TXN0009624,ACC01913,ACC01528,950.95,2026-04-13 13:13:00.000000,Mobile,0,0,0,0
TXN0004983,ACC01327,ACC01804,196.13,2026-04-03 10:06:00.000000,Mobile,0,0,0,0
TXN0004221,ACC00205,ACC01287,173.73,2026-04-11 12:00:00.000000,Mobile,0,0,0,0
TXN0005943,ACC01132,ACC01714,708.11,2026-04-19 09:58:00.000000,Mobile,0,0,0,0
TXN0006026,ACC00234,ACC00986,787.23,2026-04-05 09:47:00.000000,ATM,0,0,0,0
TXN0010644,ACC01371,ACC01733,241.19,2026-04-05 14:45:00.000000,Mobile,0,0,0,0
TXN0008288,ACC01416,ACC01397,2280.38,2026-04-19 21:09:00.000000,Mobile,0,0,0,0
TXN0009690,ACC01503,ACC00748,591.6,2026-04-21 19:00:00.000000,Mobile,0,0,0,0
TXN0011426,ACC00136,ACC01865,702.39,2026-03-29 11:16:00.000000,Mobile,0,0,0,0
TXN0002908,ACC01602,ACC00321,116.73,2026-04-23 17:25:00.000000,Mobile,0,0,0,0
TXN0009552,ACC00461,ACC00124,294.28,2026-04-24 16:58:00.000000,ATM,0,0,0,0
TXN0010295,ACC01525,ACC01263,20000.0,2026-04-02 18:19:00.000000,Internet Banking,0,0,0,0
TXN0003539,ACC01024,ACC00733,900.41,2026-04-05 18:41:00.000000,Mobile,0,0,0,0
TXN0002134,ACC00765,ACC01163,2416.03,2026-03-29 15:19:00.000000,Mobile,0,0,0,0
TXN0001898,ACC00907,ACC00854,296.65,2026-04-27 15:35:00.000000,Mobile,0,0,0,0
TXN0007689,ACC01301,ACC01817,57.25,2026-04-18 12:51:00.000000,Internet Banking,0,0,0,0
TXN0006577,ACC01146,ACC01406,498.47,2026-04-15 14:56:00.000000,Mobile,0,0,0,0
TXN0008848,ACC01545,ACC00671,1343.85,2026-04-17 16:24:00.000000,Mobile,0,0,0,0
TXN0009600,ACC01674,ACC00532,77.13,2026-04-05 13:22:00.000000,Internet Banking,0,0,0,0
TXN0009314,ACC01607,ACC00597,3038.95,2026-04-20 21:17:00.000000,Mobile,0,0,0,0
TXN0009847,ACC01485,ACC00537,237.8,2026-04-03 16:31:00.000000,Internet Banking,0,0,0,0
TXN0009689,ACC00330,ACC01422,69.58,2026-04-17 10:21:00.000000,Mobile,0,0,0,0
TXN0001818,ACC00189,ACC00412,116.69,2026-04-20 13:46:00.000000,ATM,0,0,0,0
TXN0011733,ACC00596,ACC00504,174.04,2026-04-16 07:57:00.000000,Mobile,0,0,0,0
TXN0001938,ACC01327,ACC00954,15000.0,2026-04-13 08:51:00.000000,Branch,0,0,0,0
TXN0000338,ACC00846,ACC00869,20000.0,2026-04-18 13:56:00.000000,Mobile,1,0,0,1
TXN0005612,ACC01137,ACC01890,546.04,2026-04-04 21:41:00.000000,Internet Banking,0,0,0,0
TXN0002336,ACC01322,ACC00523,4703.15,2026-04-05 20:19:00.000000,ATM,0,0,0,0
TXN0004542,ACC00148,ACC00559,752.52,2026-04-26 12:37:00.000000,Mobile,0,0,0,0
TXN0002073,ACC01296,ACC00495,207.96,2026-04-01 15:48:00.000000,Mobile,0,0,0,0
TXN0005583,ACC01037,ACC00093,140.96,2026-04-21 14:37:00.000000,Mobile,0,0,0,0
TXN0001727,ACC00382,ACC01183,864.5,2026-04-07 10:38:00.000000,Mobile,0,0,0,0
TXN0008884,ACC00802,ACC00080,1249.01,2026-04-12 21:14:00.000000,Mobile,0,0,0,0
TXN0001048,ACC01433,ACC01896,147.5,2026-04-01 19:53:00.000000,Mobile,0,0,0,0
TXN0011372,ACC00768,ACC01599,1624.97,2026-04-22 12:03:00.000000,Mobile,0,0,0,0
TXN0011626,ACC01946,ACC00166,2551.51,2026-04-03 11:28:00.000000,ATM,0,0,0,0
TXN0002816,ACC01202,ACC00346,472.78,2026-04-07 18:26:00.000000,Mobile,0,0,0,0
TXN0004880,ACC01389,ACC00810,197.72,2026-04-21 11:51:00.000000,Mobile,0,0,0,0
TXN0010328,ACC00245,ACC01476,200.03,2026-04-02 22:00:00.000000,Branch,0,0,0,0
TXN0002321,ACC00716,ACC01799,2821.09,2026-04-16 18:17:00.000000,Mobile,0,0,0,0
TXN0005361,ACC01666,ACC00716,114.12,2026-04-07 18:49:00.000000,Mobile,0,0,0,0
TXN0004961,ACC00578,ACC01612,64.22,2026-04-04 20:22:00.000000,Branch,0,0,0,0
TXN0009934,ACC01115,ACC00660,386.56,2026-04-25 11:38:00.000000,Mobile,0,0,0,0
TXN0003387,ACC00236,ACC00574,1241.19,2026-04-13 16:09:00.000000,Mobile,0,0,0,0
TXN0003615,ACC00121,ACC01311,2277.54,2026-04-06 11:53:00.000000,Mobile,0,0,0,0
TXN0006960,ACC00799,ACC00452,25000.0,2026-04-09 08:57:00.000000,Mobile,0,0,0,0
TXN0000767,ACC00672,ACC01817,97.03,2026-04-23 08:58:00.000000,Mobile,0,0,0,0
TXN0002862,ACC00950,ACC00398,1282.0,2026-03-30 16:29:00.000000,Mobile,0,0,0,0
TXN0003783,ACC00696,ACC00308,758.52,2026-03-30 12:11:00.000000,Mobile,0,0,0,0
TXN0007376,ACC01861,ACC01662,20000.0,2026-04-01 11:41:00.000000,ATM,0,0,0,0
TXN0004092,ACC00826,ACC01713,101.82,2026-04-27 18:42:00.000000,Mobile,0,0,0,0
TXN0001145,ACC00319,ACC01006,1145.5,2026-03-30 15:25:00.000000,Mobile,0,0,0,0
TXN0011854,ACC00548,ACC01640,183.78,2026-04-25 14:32:00.000000,Branch,0,0,0,0
TXN0009823,ACC00932,ACC01597,374.06,2026-04-23 12:37:00.000000,Mobile,0,0,0,0
TXN0002511,ACC01749,ACC00928,150.43,2026-04-06 10:54:00.000000,Mobile,0,0,0,0
TXN0004774,ACC01767,ACC01837,1317.13,2026-04-15 14:04:00.000000,Mobile,0,0,0,0
TXN0002274,ACC00069,ACC01969,480.64,2026-04-11 11:35:00.000000,Internet Banking,0,0,0,0
TXN0010745,ACC00999,ACC01928,354.78,2026-04-17 18:47:00.000000,Mobile,0,0,0,0
TXN0007955,ACC01133,ACC00991,243.48,2026-04-16 15:05:00.000000,Branch,0,0,0,0
TXN0006131,ACC01440,ACC01188,407.14,2026-04-25 17:46:00.000000,Mobile,0,0,0,0
TXN0007718,ACC00609,ACC01318,531.57,2026-04-15 13:47:00.000000,Internet Banking,0,0,0,0
TXN0008511,ACC01188,ACC00992,850.49,2026-04-10 15:43:00.000000,Mobile,0,0,0,0
TXN0005330,ACC00181,ACC01230,156.93,2026-04-08 15:46:00.000000,Mobile,0,0,0,0
TXN0000103,ACC00261,ACC01566,13700.0,2026-04-18 08:57:48.332646,ATM,0,1,1,0
TXN0001990,ACC01667,ACC01811,2021.01,2026-03-31 09:36:00.000000,Mobile,0,0,0,0
TXN0006607,ACC00303,ACC00468,504.49,2026-04-10 14:01:00.000000,ATM,0,0,0,0
TXN0004476,ACC01211,ACC01121,234.77,2026-04-24 09:04:00.000000,Mobile,0,0,0,0
TXN0008132,ACC01588,ACC01858,102.23,2026-04-01 13:48:00.000000,Mobile,0,0,0,0
TXN0000829,ACC00529,ACC00594,775.16,2026-04-22 05:17:00.000000,ATM,0,0,0,0
TXN0008761,ACC01401,ACC00135,1137.73,2026-04-27 16:05:00.000000,Internet Banking,0,0,0,0
TXN0005322,ACC01227,ACC00378,576.06,2026-04-13 12:36:00.000000,Internet Banking,0,0,0,0
TXN0001673,ACC00829,ACC00513,243.51,2026-04-16 15:21:00.000000,Internet Banking,0,0,0,0
TXN0005958,ACC01475,ACC00716,600.86,2026-04-03 17:52:00.000000,Mobile,0,0,0,0
TXN0009103,ACC01689,ACC01860,484.36,2026-04-12 08:49:00.000000,Internet Banking,0,0,0,0
TXN0004402,ACC00856,ACC01456,1828.03,2026-04-13 14:25:00.000000,Mobile,0,0,0,0
TXN0008264,ACC00441,ACC00563,471.89,2026-04-18 14:40:00.000000,Mobile,0,0,0,0
TXN0005246,ACC00366,ACC00097,520.75,2026-04-24 16:06:00.000000,Internet Banking,0,0,0,0
TXN0002857,ACC00929,ACC01688,321.67,2026-04-12 14:44:00.000000,Mobile,0,0,0,0
TXN0004743,ACC00323,ACC01976,270.13,2026-04-10 19:31:00.000000,Internet Banking,0,0,0,0
TXN0001809,ACC00086,ACC00720,1078.67,2026-04-26 14:33:00.000000,Mobile,0,0,0,0
TXN0007771,ACC00110,ACC00274,1652.84,2026-03-29 16:49:00.000000,Mobile,0,0,0,0
TXN0002276,ACC00797,ACC01206,3238.35,2026-04-03 10:19:00.000000,Mobile,0,0,0,0
TXN0003762,ACC00609,ACC01814,726.55,2026-04-16 14:47:00.000000,Internet Banking,0,0,0,0
TXN0004526,ACC01905,ACC01622,367.67,2026-03-29 21:00:00.000000,Mobile,0,0,0,0
TXN0008496,ACC00630,ACC00644,874.68,2026-04-07 14:35:00.000000,Mobile,0,0,0,0
TXN0008751,ACC01122,ACC01232,1146.25,2026-04-09 13:50:00.000000,ATM,0,0,0,0
TXN0007496,ACC00362,ACC00915,1767.81,2026-04-06 21:29:00.000000,Mobile,0,0,0,0
TXN0002046,ACC01461,ACC01086,143.58,2026-03-30 20:12:00.000000,Mobile,0,0,0,0
TXN0006780,ACC01097,ACC00751,849.57,2026-04-12 13:39:00.000000,Internet Banking,0,0,0,0
TXN0003992,ACC00059,ACC01680,225.21,2026-04-27 15:45:00.000000,Mobile,0,0,0,0
TXN0009618,ACC00458,ACC01751,561.73,2026-04-12 09:55:00.000000,ATM,0,0,0,0
TXN0009706,ACC00284,ACC01516,891.77,2026-04-17 16:19:00.000000,Mobile,0,0,0,0
TXN0001296,ACC00478,ACC01303,895.83,2026-04-10 10:41:00.000000,Mobile,0,0,0,0
TXN0005683,ACC00950,ACC00692,1791.56,2026-04-09 18:44:00.000000,Internet Banking,0,0,0,0
TXN0000592,ACC01726,ACC00174,2700.0,2026-04-03 11:54:10.139551,Mobile,0,1,1,0
TXN0006855,ACC01082,ACC01031,981.75,2026-04-12 13:26:00.000000,ATM,0,0,0,0
TXN0000222,ACC00613,ACC00528,15000.0,2026-04-19 21:47:00.000000,Mobile,1,0,0,1
TXN0011518,ACC01284,ACC01367,164.96,2026-04-16 13:43:00.000000,Mobile,0,0,0,0
TXN0008171,ACC01727,ACC01011,598.37,2026-04-16 11:06:00.000000,ATM,0,0,0,0
TXN0008698,ACC01931,ACC00723,112.22,2026-03-30 19:27:00.000000,Mobile,0,0,0,0
TXN0009280,ACC01182,ACC00809,861.96,2026-04-05 13:12:00.000000,Mobile,0,0,0,0
TXN0000859,ACC01935,ACC00193,479.77,2026-04-06 17:27:00.000000,Mobile,0,0,0,0
TXN0009820,ACC00436,ACC01443,234.28,2026-04-18 11:06:00.000000,ATM,0,0,0,0
