Account_ID,Account_Open_Date,Account_Age_Days,Region,Avg_Monthly_Balance_THB,Is_Mule,Total_Inflow_THB,Total_Outflow_THB,Inbound_Count,Outbound_Count,Outflow_Ratio_24h,Counterparty_Diversity,Off_Peak_Frequency,Round_Amount_Ratio
ACC00238,2016-05-01,3648,Bangkok,74378.78,0,1937.85,34644.51,5,6,0.0,1.0,0.0909,0.0
ACC00239,2019-05-24,2530,East,135187.66,0,6228.38,31307.83,8,6,0.0172,1.0,0.0,0.0
ACC00240,2018-07-17,2841,Northeast,24765.61,0,4225.18,2304.79,5,4,0.0,1.0,0.0,0.0
ACC00241,2019-04-03,2581,North,54527.99,0,4612.17,29489.68,8,6,0.0,1.0,0.0,0.0
ACC00242,2016-10-05,3491,Central,60465.85,0,17785.06,88020.26,12,8,0.9087,1.0,0.15,0.0
ACC00243,2026-03-10,48,Bangkok,11939.39,0,43641.57,8032.11,4,8,0.0203,1.0,0.0833,0.25
ACC00244,2026-02-06,80,Central,354190.53,0,4797.22,8568.94,5,10,0.1117,1.0,0.0,0.0
ACC00245,2023-04-29,1094,Central,58048.68,0,8505.27,2094.62,8,5,0.0258,1.0,0.0,0.0
ACC00246,2025-10-04,205,South,21375.26,0,12178.28,1193.42,4,3,0.0098,1.0,0.0,0.25
ACC00247,2020-12-05,1969,Bangkok,351283.91,0,7131.95,33270.19,5,10,1.0,1.0,0.0,0.2
ACC00248,2020-08-20,2076,Bangkok,14701.76,0,18623.32,2942.26,4,3,0.1013,1.0,0.1429,0.25
ACC00249,2022-04-10,1478,Central,4759.38,0,8525.67,5603.37,5,6,0.2926,1.0,0.0909,0.2
ACC00250,2024-10-28,546,Bangkok,18679.37,0,29861.87,3857.36,8,6,0.0054,1.0,0.0,0.125
ACC00251,2016-06-25,3593,East,45156.94,0,18124.73,3452.26,8,4,0.0212,1.0,0.0,0.125
ACC00252,2021-03-26,1858,Bangkok,57370.39,0,5142.96,163328.06,8,16,0.1086,1.0,0.1667,0.0
ACC00253,2024-08-28,607,Bangkok,13795.64,0,2771.03,5013.0,5,6,0.0,1.0,0.0,0.0
ACC00254,2016-09-22,3504,South,112734.45,0,28822.72,11906.67,10,4,0.0,1.0,0.0,0.1
ACC00255,2018-05-23,2896,Central,19109.15,0,64794.14,6968.37,8,6,0.0137,1.0,0.0714,0.25
ACC00256,2024-05-31,696,North,3362.3,0,13295.04,18111.95,5,9,1.0,1.0,0.0,0.2
ACC00257,2019-01-09,2665,Northeast,64009.14,0,15264.44,35718.06,4,6,1.0,1.0,0.0,0.25
ACC00258,2023-01-23,1190,West,23347.05,0,9706.4,955.66,6,2,0.0,1.0,0.0,0.0
ACC00259,2021-03-17,1867,West,5571.14,0,15996.11,5965.57,6,8,0.0334,1.0,0.0714,0.1667
ACC00260,2022-12-08,1236,Bangkok,11027.94,0,22734.28,6005.6,10,4,0.0,1.0,0.0,0.1
ACC00261,2026-02-10,76,Bangkok,2798.36,1,110000.0,110100.0,2,4,1.0,0.5,0.1667,1.0
ACC00262,2026-02-28,58,Bangkok,1610.94,1,35000.0,35000.0,2,3,1.0,0.5,0.2,1.0
ACC00263,2017-09-21,3140,South,497447.63,0,6805.69,2622.13,4,4,0.0,1.0,0.125,0.25
ACC00264,2016-09-22,3504,Central,38872.68,0,31147.3,7016.16,5,8,0.022,1.0,0.0,0.2
ACC00265,2017-05-28,3256,Northeast,6181.47,0,380.39,27735.33,1,5,0.0,1.0,0.1667,0.0
ACC00266,2019-12-01,2339,Central,3861.58,0,3859.49,5810.36,7,8,0.0,1.0,0.0,0.0
ACC00267,2021-06-03,1789,Bangkok,29172.01,0,30379.76,11044.55,7,3,0.0,1.0,0.0,0.1429
ACC00268,2022-01-17,1561,Bangkok,50421.49,0,8447.22,22388.61,5,4,0.0328,1.0,0.1111,0.0
ACC00269,2016-10-13,3483,South,38348.59,0,4071.04,17834.98,7,5,0.4171,1.0,0.0,0.0
ACC00270,2022-09-09,1326,North,106975.02,0,30530.45,332.98,10,1,0.0,1.0,0.0,0.1
ACC00271,2025-06-25,306,Bangkok,1764.21,1,186950.0,184700.0,6,11,0.988,0.3333,0.2353,0.6667
ACC00272,2026-02-26,60,North,2960.2,1,25000.0,25000.0,3,4,1.0,0.3333,0.4286,1.0
ACC00273,2020-08-20,2076,Bangkok,30304.87,0,3171.23,5360.02,4,5,0.1136,1.0,0.0,0.0
ACC00274,2022-04-27,1461,Northeast,21547.6,0,7593.19,8071.58,7,10,0.1102,1.0,0.0588,0.0
ACC00275,2022-10-29,1276,South,33382.47,0,5395.13,5489.57,6,7,0.2549,1.0,0.0,0.0
ACC00276,2017-02-25,3348,South,13359.15,0,2048.17,4934.36,6,9,0.6567,1.0,0.0,0.0
ACC00277,2020-05-02,2186,South,4101.84,0,3617.59,6373.67,3,10,0.0,1.0,0.1538,0.0
ACC00278,2017-12-07,3063,South,17862.07,0,1847.64,5331.23,4,5,0.1988,1.0,0.1111,0.0
ACC00279,2021-05-02,1821,Bangkok,315560.5,0,7409.82,6479.34,5,10,0.1881,1.0,0.0,0.0
ACC00280,2020-02-09,2269,North,9394.19,0,25997.3,2366.69,7,5,0.0458,1.0,0.0,0.1429
ACC00281,2025-11-06,172,East,6805.46,0,30571.15,2646.25,7,4,0.0,1.0,0.1818,0.1429
ACC00282,2022-07-30,1367,Bangkok,68692.2,0,2127.85,5859.05,5,6,1.0,1.0,0.0,0.0
ACC00283,2017-02-12,3361,Bangkok,6461.59,0,6672.87,3676.05,3,6,0.0,1.0,0.0,0.0
ACC00284,2023-11-04,905,Bangkok,7010.23,0,0.0,5849.63,0,7,0.0,1.0,0.0,0.0
ACC00285,2021-02-16,1896,Bangkok,23545.52,0,30963.5,1170.32,10,2,0.0296,1.0,0.0,0.1
ACC00286,2017-07-13,3210,South,4847.67,0,24147.27,6143.17,7,7,0.0869,1.0,0.0,0.0
ACC00287,2023-03-13,1141,Bangkok,38674.67,0,11751.3,5615.84,7,5,0.2607,1.0,0.0833,0.0
ACC00288,2017-02-20,3353,Bangkok,101363.75,0,1085.93,1700.72,3,4,0.0,1.0,0.0,0.0
ACC00289,2021-12-14,1595,Bangkok,19589.17,0,8271.67,5139.99,7,6,0.0,1.0,0.0,0.0
ACC00290,2026-03-22,36,Bangkok,4474.76,1,95000.0,95000.0,2,4,1.0,0.5,0.1667,1.0
ACC00291,2016-07-09,3579,Central,70761.15,0,21680.62,3459.15,11,6,0.0849,1.0,0.0,0.0909
ACC00292,2018-03-19,2961,Northeast,72025.15,0,30076.5,118846.26,2,10,0.016,1.0,0.1667,0.5
ACC00293,2018-01-04,3035,Bangkok,15728.99,0,1959.08,18228.65,4,5,0.0,1.0,0.0,0.0
ACC00294,2023-01-03,1210,Bangkok,27498.34,0,8895.2,10845.06,9,10,0.0386,1.0,0.0,0.0
ACC00295,2024-07-18,648,Bangkok,41405.67,0,43978.92,9050.8,9,11,0.071,1.0,0.05,0.1111
ACC00296,2019-06-25,2498,Bangkok,52487.82,0,3993.47,5576.75,5,7,0.8886,1.0,0.0833,0.0
ACC00297,2021-02-27,1885,Central,9868.02,0,5621.99,36575.5,7,7,0.0,1.0,0.0714,0.0
ACC00298,2018-01-14,3025,Central,1578.42,0,4490.2,29751.53,5,8,0.1716,1.0,0.0769,0.0
ACC00299,2018-06-15,2873,Northeast,73071.64,0,8137.73,22816.87,8,2,0.0,1.0,0.0,0.0
ACC00300,2017-10-11,3120,Northeast,116576.0,0,2777.37,3710.34,2,3,0.0,1.0,0.0,0.0
ACC00301,2024-10-05,569,Bangkok,11269.95,0,2836.3,16951.6,4,7,0.134,1.0,0.0,0.0
ACC00302,2024-10-29,545,Bangkok,41961.55,0,24242.95,3912.68,5,6,0.0336,1.0,0.0,0.2
ACC00303,2016-10-27,3469,East,54249.93,0,4488.28,50108.19,7,11,0.6925,1.0,0.0,0.0
ACC00304,2023-02-01,1181,East,11594.89,0,16152.28,26796.02,12,8,0.0632,1.0,0.1,0.0
ACC00305,2017-11-30,3070,South,25116.34,0,26447.34,3004.71,5,5,0.0,1.0,0.0,0.2
ACC00306,2025-11-03,175,Central,2163.72,0,5572.58,8848.11,7,8,0.4258,1.0,0.0667,0.0
ACC00307,2023-03-08,1146,Bangkok,12275.45,0,43802.0,2581.92,12,4,0.0274,1.0,0.0625,0.1667
ACC00308,2022-07-19,1378,Bangkok,70767.8,0,6930.64,36376.06,3,9,0.0681,1.0,0.0833,0.0
ACC00309,2024-04-28,729,South,21760.7,0,8567.03,3514.48,5,4,0.1452,1.0,0.0,0.0
ACC00310,2023-06-19,1043,Bangkok,2868.03,0,28170.1,4023.45,5,6,0.0639,1.0,0.1818,0.2
ACC00311,2025-04-17,375,Bangkok,27354.52,0,4977.26,3110.84,6,7,0.0,1.0,0.0769,0.0
ACC00312,2022-04-21,1467,Bangkok,114627.17,0,8681.69,5598.02,9,8,0.0,1.0,0.0,0.0
ACC00313,2019-04-24,2560,Bangkok,67381.87,0,82091.25,6203.71,5,5,0.0128,1.0,0.0,0.0
ACC00314,2024-11-19,524,Bangkok,801.69,0,13896.23,4080.42,7,7,0.1287,1.0,0.0,0.1429
ACC00315,2026-04-12,15,East,2681.73,1,10000.0,10000.0,1,3,1.0,1.0,0.25,1.0
ACC00316,2019-09-01,2430,Central,11745.25,0,35281.02,28321.28,9,6,0.0286,1.0,0.0,0.1111
ACC00317,2017-05-24,3260,Bangkok,8644.59,0,2138.67,13911.01,2,7,0.0,1.0,0.1111,0.0
ACC00318,2022-01-07,1571,South,9876.54,0,5372.2,32208.77,6,7,1.0,1.0,0.0,0.0
ACC00319,2019-02-12,2631,Bangkok,43596.15,0,6019.8,5049.34,5,5,0.0,1.0,0.0,0.0
ACC00320,2021-12-03,1606,South,21931.45,0,786.34,38593.48,3,13,1.0,1.0,0.0625,0.0
ACC00321,2024-02-02,815,Bangkok,3471.7,0,18487.86,495.97,7,3,0.0,1.0,0.1,0.2857
ACC00322,2019-09-09,2422,Northeast,30760.75,0,5235.25,11898.56,5,9,0.7035,1.0,0.0,0.0
ACC00323,2020-04-29,2189,South,68475.58,0,17323.34,5045.96,11,5,0.0782,1.0,0.0625,0.0909
ACC00324,2017-06-30,3223,Central,15686.95,0,6906.98,4723.83,5,6,0.5294,1.0,0.0,0.0
ACC00325,2021-10-18,1652,Northeast,4176.79,0,24622.88,16989.58,11,6,0.0027,1.0,0.0588,0.0909
ACC00326,2020-07-23,2104,Bangkok,153989.57,0,4888.27,2031.68,4,2,0.0,1.0,0.0,0.0
ACC00327,2020-04-19,2199,Central,50835.25,0,18699.79,3069.72,4,4,0.0236,1.0,0.0,0.5
ACC00328,2019-06-10,2513,Northeast,3627.52,0,6095.32,28765.08,5,7,1.0,1.0,0.0,0.0
ACC00329,2019-05-18,2536,East,13426.3,0,10172.97,2073.49,5,3,0.0116,1.0,0.0,0.0
ACC00330,2016-05-07,3642,Bangkok,146333.71,0,6628.05,5483.51,6,9,0.1006,1.0,0.0667,0.0
ACC00331,2018-03-01,2979,Northeast,4318.28,0,5389.23,4376.47,10,9,0.4699,1.0,0.0,0.0
ACC00332,2018-09-30,2766,Bangkok,443315.89,0,12077.36,4993.38,5,5,0.2349,1.0,0.0,0.2
ACC00333,2023-06-27,1035,Bangkok,58188.74,0,4700.18,7497.91,5,12,0.4495,1.0,0.0,0.0
ACC00334,2017-05-30,3254,Central,3978.46,0,5736.02,966.09,6,4,0.0,1.0,0.1,0.0
ACC00335,2017-07-20,3203,Bangkok,16065.44,0,5863.64,4896.46,2,4,0.0,1.0,0.1667,0.5
ACC00336,2024-01-26,822,Bangkok,2073.56,0,959.08,2914.19,3,5,0.8445,1.0,0.25,0.0
ACC00337,2022-01-11,1567,Central,20545.95,0,15772.83,3672.68,5,3,0.0,1.0,0.125,0.0
ACC00338,2018-03-26,2954,Bangkok,5754.04,0,17389.96,7189.07,11,7,0.3395,1.0,0.0556,0.0909
ACC00339,2021-11-25,1614,West,16311.37,0,6633.95,5261.21,7,8,0.1267,1.0,0.0,0.0
ACC00340,2021-12-24,1585,Bangkok,8711.4,0,37314.07,2785.52,9,3,0.0292,1.0,0.0,0.1111
ACC00341,2023-04-11,1112,South,2004.41,0,28093.74,48698.1,7,10,1.0,1.0,0.0588,0.2857
ACC00342,2026-04-07,20,North,2722.08,1,268266.0,268300.0,4,9,1.0,0.5,0.2308,0.5
ACC00343,2018-09-16,2780,Bangkok,9560.9,0,22267.22,6875.4,5,10,0.0358,1.0,0.0,0.2
ACC00344,2024-06-09,687,Bangkok,19970.17,0,22720.23,2565.74,7,7,0.0,1.0,0.0,0.1429
ACC00345,2025-09-05,234,Central,35729.9,0,4873.33,28481.64,6,11,0.1241,1.0,0.1176,0.0
ACC00346,2021-01-10,1933,South,12854.87,0,5397.79,42977.5,7,8,0.559,1.0,0.0,0.0
ACC00347,2024-07-08,658,East,8241.05,0,10339.57,4295.92,6,4,0.0828,1.0,0.0,0.0
ACC00348,2016-11-12,3453,South,286035.43,0,5569.16,2416.37,3,4,0.0,1.0,0.0,0.0
ACC00349,2020-09-26,2039,Central,76080.38,0,17150.72,3145.46,9,3,0.0938,1.0,0.0,0.2222
ACC00350,2020-09-30,2035,Bangkok,5650.06,0,37325.24,3866.46,4,6,0.0182,1.0,0.1,0.25
ACC00351,2019-05-24,2530,Central,22206.93,0,531.86,52916.11,4,4,0.0,1.0,0.0,0.0
ACC00352,2021-07-19,1743,Central,17920.17,0,3492.95,10265.52,4,7,0.0,1.0,0.0909,0.0
ACC00353,2018-07-09,2849,Bangkok,19380.42,0,4555.26,3596.64,5,7,0.2187,1.0,0.0,0.0
ACC00354,2019-09-11,2420,North,11617.59,0,5329.03,6245.72,8,6,0.4655,1.0,0.0,0.0
ACC00355,2020-12-21,1953,East,38015.69,0,523.84,7983.08,2,5,0.0,1.0,0.0,0.0
ACC00356,2017-09-15,3146,Northeast,56769.59,0,4905.09,5613.36,6,8,0.6187,1.0,0.0,0.0
ACC00357,2026-03-09,49,West,108777.26,0,3645.18,32194.31,5,7,0.1405,1.0,0.0,0.0
ACC00358,2022-07-04,1393,South,44286.35,0,15982.78,2882.99,11,3,0.0,1.0,0.0,0.1818
ACC00359,2021-07-22,1740,North,41865.11,0,2442.04,1012.67,5,5,0.0,1.0,0.1,0.0
ACC00360,2016-09-21,3505,Bangkok,17765.62,0,2266.7,14161.64,3,7,0.3079,1.0,0.1,0.0
ACC00361,2018-07-25,2833,Central,69345.02,0,7633.84,5268.94,4,6,0.0696,1.0,0.0,0.0
ACC00362,2023-02-11,1171,Central,6444.46,0,3882.51,23735.11,5,7,0.0133,1.0,0.0,0.0
ACC00363,2021-02-17,1895,East,11902.49,0,5839.54,32110.45,4,5,0.0,1.0,0.0,0.0
ACC00364,2020-01-08,2301,Northeast,167412.01,0,50123.08,6387.86,6,8,0.0,1.0,0.0714,0.0
ACC00365,2018-08-23,2804,Central,4846.54,0,23366.93,1920.99,4,4,0.0,1.0,0.0,0.25
ACC00366,2018-02-20,2988,Central,1134.59,0,2029.83,1086.5,3,2,0.0,1.0,0.0,0.0
ACC00367,2026-03-28,30,Bangkok,3429.0,1,79800.0,79800.0,4,8,1.0,0.25,0.3333,0.5
ACC00368,2022-11-29,1245,Northeast,3008.18,0,10237.84,2754.98,7,2,0.1823,1.0,0.0,0.1429
ACC00369,2023-12-15,864,Northeast,5860.32,0,39690.1,36654.52,9,11,0.2285,1.0,0.0,0.1111
ACC00370,2016-07-28,3560,East,16866.84,0,28915.47,5106.98,5,4,0.0569,1.0,0.0,0.2
ACC00371,2021-10-19,1651,Central,64793.65,0,2714.74,27931.75,2,12,0.5448,1.0,0.0,0.0
ACC00372,2020-07-08,2119,Northeast,106352.08,0,26963.52,1614.6,6,3,0.0,1.0,0.0,0.1667
ACC00373,2019-05-21,2533,Northeast,12803.73,0,3365.73,18401.47,3,7,1.0,1.0,0.2,0.0
ACC00374,2018-03-06,2974,Bangkok,25406.85,0,1772.27,34095.28,2,5,0.0,1.0,0.0,0.0
ACC00375,2017-07-04,3219,Bangkok,42275.27,0,50513.64,2704.91,8,7,0.0144,1.0,0.0,0.125
ACC00376,2017-04-12,3302,Bangkok,27039.08,0,6251.17,6667.32,8,6,0.0,1.0,0.0,0.0
ACC00377,2018-04-07,2942,Central,31147.18,0,25735.61,812.44,5,2,0.0,1.0,0.0,0.0
ACC00378,2019-03-06,2609,Bangkok,3799.98,0,5148.72,5836.21,7,8,0.0,1.0,0.0,0.0
ACC00379,2025-11-10,168,Central,17650.13,0,16799.06,3437.26,5,3,0.0,1.0,0.0,0.4
ACC00380,2021-03-05,1879,Central,6156.38,0,4423.14,1814.02,7,2,0.0,1.0,0.0,0.0
ACC00381,2026-03-19,39,Bangkok,13508.14,0,27657.81,1540.06,4,3,0.0586,1.0,0.0,0.25
ACC00382,2020-10-08,2027,Bangkok,59143.74,0,4859.25,31005.04,7,6,0.0,1.0,0.0,0.0
ACC00383,2020-06-26,2131,North,40971.67,0,83269.98,6308.87,7,6,0.0146,1.0,0.0,0.4286
ACC00384,2017-06-19,3234,Northeast,28573.45,0,32561.01,17305.01,6,13,0.1081,1.0,0.0,0.1667
ACC00385,2023-08-16,985,Bangkok,3380.68,0,1971.34,2332.59,3,3,0.0,1.0,0.0,0.0
ACC00386,2018-08-14,2813,Bangkok,249777.92,0,9253.55,50964.94,11,6,0.1892,0.9091,0.0,0.0
ACC00387,2023-11-22,887,North,239850.46,0,32762.59,631.92,8,1,0.0193,1.0,0.0,0.125
ACC00388,2022-03-20,1499,South,73456.7,0,6848.4,2089.6,2,6,0.0,1.0,0.0,0.5
ACC00389,2024-06-08,688,Central,130068.76,0,1124.5,47558.19,3,8,0.0,1.0,0.0,0.0
ACC00390,2016-11-12,3453,Central,10088.42,0,53725.53,6528.55,4,12,0.0382,1.0,0.0,0.5
ACC00391,2025-01-11,471,North,10796.61,0,9097.88,5707.24,5,5,0.0,1.0,0.0,0.2
ACC00392,2023-09-23,947,Bangkok,47029.92,0,4847.79,71022.26,7,9,0.1954,1.0,0.0,0.0
ACC00393,2021-03-26,1858,Northeast,15039.52,0,8358.03,4014.4,10,7,0.3499,1.0,0.0588,0.0
ACC00394,2020-04-23,2195,Northeast,11831.32,0,5040.18,56629.39,10,6,1.0,1.0,0.0625,0.0
ACC00395,2017-11-12,3088,Central,7929.24,0,567.88,2960.71,1,7,0.0,1.0,0.0,0.0
ACC00396,2019-04-15,2569,Central,40400.69,0,32997.69,3629.78,5,7,0.0,1.0,0.0,0.2
ACC00397,2021-01-18,1925,Bangkok,15853.76,0,5346.54,16487.14,5,5,0.2316,1.0,0.0,0.0
ACC00398,2017-04-20,3294,Bangkok,18299.73,0,6744.3,97700.75,8,9,0.3565,1.0,0.0588,0.0
ACC00399,2024-03-05,783,East,9712.69,0,2529.06,522.72,6,1,0.0,1.0,0.0,0.0
ACC00400,2017-06-01,3252,South,7821.79,0,3901.2,4846.23,5,7,0.3578,1.0,0.0833,0.0
ACC00401,2018-03-14,2966,East,7727.07,0,6847.37,6157.31,9,5,0.0,1.0,0.0,0.0
ACC00402,2024-09-10,594,Northeast,709.03,1,150000.0,150000.0,3,4,1.0,0.6667,0.2857,1.0
ACC00403,2024-08-11,624,North,4382.69,0,29731.07,52378.35,7,7,1.0,1.0,0.0714,0.0
ACC00404,2023-12-29,850,Northeast,6578.91,0,2634.19,3574.17,4,5,0.0,1.0,0.0,0.0
ACC00405,2021-05-19,1804,Bangkok,30360.22,0,34323.75,4016.36,9,5,0.0143,1.0,0.0714,0.2222
ACC00406,2017-03-04,3341,East,77834.53,0,85417.45,4806.71,6,8,0.0,1.0,0.0714,0.1667
ACC00407,2023-02-12,1170,Central,23946.64,0,5208.11,28592.6,8,7,0.6396,1.0,0.0,0.0
ACC00408,2020-03-16,2233,Bangkok,26738.92,0,3674.52,7149.6,7,7,0.4224,1.0,0.0,0.0
ACC00409,2018-06-21,2867,Northeast,5322.57,0,16512.24,25994.68,5,10,0.8337,1.0,0.1333,0.2
ACC00410,2026-03-27,31,Northeast,12390.75,0,7900.28,9716.83,8,5,0.0,1.0,0.0769,0.0
ACC00411,2020-11-05,1999,Northeast,62816.96,0,21083.2,1256.91,7,2,0.0064,1.0,0.0,0.1429
ACC00412,2024-11-15,528,Northeast,18743.53,0,5789.33,4808.5,6,6,0.1406,1.0,0.0,0.0
ACC00413,2023-09-24,946,Central,3064.11,0,384.09,1570.03,2,3,0.0,1.0,0.0,0.0
ACC00414,2023-02-16,1166,Central,98253.11,0,35484.17,0.0,3,0,0.0,1.0,0.0,0.6667
ACC00415,2016-05-12,3637,Bangkok,6207.64,0,15693.53,6372.28,9,7,0.2042,1.0,0.125,0.1111
ACC00416,2021-09-28,1672,North,11390.46,0,2808.08,7544.45,6,8,0.0,1.0,0.0,0.0
ACC00417,2020-07-23,2104,Bangkok,21254.62,0,8203.59,3794.34,9,4,0.1454,1.0,0.0,0.0
ACC00418,2026-04-03,24,Bangkok,3988.1,1,124500.0,124500.0,4,7,0.2771,0.5,0.4545,0.75
ACC00419,2025-10-26,183,Northeast,72009.02,0,4337.59,3048.48,3,4,0.0,1.0,0.0,0.0
ACC00420,2021-05-22,1801,Northeast,21266.42,0,77342.38,82900.56,10,4,0.0,1.0,0.0714,0.2
ACC00421,2017-04-23,3291,Northeast,133343.75,0,23182.43,3484.09,6,7,0.0036,1.0,0.0769,0.1667
ACC00422,2024-07-10,656,North,4924.54,1,242000.0,241800.0,8,16,1.0,0.375,0.375,0.375
ACC00423,2018-01-29,3010,Northeast,13560.81,0,1007.28,1743.97,2,4,0.7931,1.0,0.1667,0.0
ACC00424,2018-08-14,2813,North,18546.94,0,3104.12,41544.77,3,10,0.1601,1.0,0.0,0.0
ACC00425,2018-02-27,2981,Central,8546.45,0,0.0,37935.33,0,9,0.0,1.0,0.0,0.0
ACC00426,2016-12-17,3418,Central,223625.26,0,32233.4,1617.62,4,1,0.0,1.0,0.2,0.25
ACC00427,2021-12-06,1603,East,157622.38,0,2428.35,28578.02,5,4,1.0,1.0,0.0,0.0
ACC00428,2023-10-15,925,North,14012.47,0,7121.29,5909.64,8,7,0.1678,1.0,0.0,0.0
ACC00429,2020-06-26,2131,South,52767.92,0,6705.32,5978.58,8,7,0.7044,1.0,0.0667,0.0
ACC00430,2019-11-25,2345,Bangkok,23958.12,0,2153.23,2192.54,4,3,0.3877,1.0,0.0,0.0
ACC00431,2025-12-17,131,North,30019.32,0,4037.31,3461.97,4,5,0.0,1.0,0.0,0.0
ACC00432,2020-09-21,2044,West,5693.57,0,8769.31,2052.4,8,7,0.0226,1.0,0.0667,0.0
ACC00433,2022-06-05,1422,Central,375737.86,0,1309.65,6871.56,3,7,0.0,1.0,0.0,0.0
ACC00434,2021-12-30,1579,Bangkok,35863.38,0,1887.85,172448.81,3,10,1.0,1.0,0.2308,0.0
ACC00435,2023-05-20,1073,Northeast,9652.26,0,2871.88,5625.31,4,5,0.2086,1.0,0.0,0.0
ACC00436,2023-02-25,1157,North,803.1,0,7087.98,9280.19,8,8,0.0,1.0,0.125,0.0
ACC00437,2022-02-11,1536,Northeast,11716.56,0,85217.92,33699.23,12,6,0.3688,1.0,0.0,0.0833
ACC00438,2016-06-10,3608,Central,2900.19,0,461.24,33488.7,4,6,0.0,1.0,0.0,0.0
ACC00439,2019-12-04,2336,Northeast,18430.06,0,14327.93,6342.01,4,6,0.149,1.0,0.0,0.25
ACC00440,2024-10-31,543,East,183070.08,0,943.45,3603.5,2,8,0.0,1.0,0.0,0.0
ACC00441,2020-03-31,2218,Bangkok,2308.9,0,27010.07,26156.98,11,9,0.1233,1.0,0.0,0.0909
ACC00442,2024-03-19,769,North,16067.13,0,34564.43,6073.35,11,5,0.0,1.0,0.0,0.0909
ACC00443,2019-10-26,2375,Northeast,18534.42,0,5380.02,33448.28,6,7,0.1309,1.0,0.0,0.0
ACC00444,2025-11-21,157,Northeast,21223.2,0,20384.44,4336.18,9,5,0.0056,1.0,0.0,0.1111
ACC00445,2021-01-04,1939,Northeast,54881.26,0,23726.7,112.58,9,1,0.0,1.0,0.0,0.0
ACC00446,2020-07-05,2122,Bangkok,49339.12,0,20314.17,43522.01,4,8,0.7783,1.0,0.0833,0.0
ACC00447,2018-12-08,2697,South,6304.5,0,4762.3,6838.12,5,10,0.1451,1.0,0.0,0.0
ACC00448,2020-09-16,2049,Bangkok,124591.54,0,2929.53,1670.93,2,2,0.0,1.0,0.0,0.0
ACC00449,2023-04-29,1094,Central,2482.03,0,62617.63,4126.96,9,5,0.0151,1.0,0.0714,0.2222
ACC00450,2018-07-20,2838,Bangkok,46889.76,0,1796.81,4894.73,2,7,0.8861,1.0,0.1111,0.0
ACC00451,2025-02-18,433,Central,62805.02,0,11498.72,4352.64,7,7,0.0187,1.0,0.0,0.0
ACC00452,2026-03-17,41,Central,95035.4,0,32143.34,11062.8,10,8,0.0205,1.0,0.0,0.1
ACC00453,2020-11-16,1988,Bangkok,28040.12,0,9504.21,6099.61,9,5,0.1337,1.0,0.0,0.0
ACC00454,2024-01-02,846,Bangkok,51102.51,0,8952.96,5816.43,7,4,0.0,1.0,0.0,0.1429
ACC00455,2021-03-16,1868,Bangkok,5302.66,0,8761.85,1666.4,6,4,0.0,1.0,0.0,0.0
ACC00456,2024-08-22,613,South,2803.57,0,14141.98,3538.32,8,5,0.1984,1.0,0.0769,0.0
ACC00457,2018-01-23,3016,Bangkok,12202.89,0,3612.64,3234.66,6,5,0.0559,1.0,0.0,0.0
ACC00458,2019-05-06,2548,Bangkok,130352.3,0,17014.71,4138.32,8,8,0.0209,1.0,0.0,0.125
ACC00459,2025-05-25,337,Northeast,38637.5,0,8286.34,6239.94,6,6,0.1072,1.0,0.0833,0.0
ACC00460,2017-05-20,3264,North,5273.43,0,6692.96,3145.95,6,3,0.0,1.0,0.1111,0.0
ACC00461,2020-08-22,2074,Bangkok,11896.82,0,130.57,19318.27,1,7,0.0,1.0,0.125,0.0
ACC00462,2020-08-12,2084,Northeast,76745.28,0,12598.01,3879.54,10,4,0.0411,1.0,0.0,0.0
ACC00463,2020-10-04,2031,North,11079.99,0,4798.7,3460.64,8,5,0.1905,1.0,0.0769,0.0
ACC00464,2016-10-01,3495,Bangkok,21816.74,0,12573.58,7569.89,5,6,0.358,1.0,0.0,0.2
ACC00465,2023-10-12,928,Bangkok,94692.1,0,1760.39,1530.49,4,3,0.0,1.0,0.1429,0.0
ACC00466,2019-12-25,2315,North,25329.52,0,15788.56,11274.81,6,10,0.0,1.0,0.1875,0.0
ACC00467,2025-12-24,124,Bangkok,70846.36,0,14377.27,2384.06,8,6,0.0,1.0,0.0,0.125
ACC00468,2021-08-15,1716,Northeast,8576.77,0,5875.55,4200.22,7,7,0.7225,1.0,0.0,0.0
ACC00469,2022-04-12,1476,Northeast,3500.7,0,6702.35,3545.0,6,5,0.0,1.0,0.0,0.1667
ACC00470,2019-02-25,2618,Bangkok,171315.69,0,321.02,4194.37,3,3,0.0,1.0,0.0,0.0
ACC00471,2022-06-18,1409,Northeast,8852.3,0,2913.91,10803.94,5,11,1.0,1.0,0.0,0.0
ACC00472,2022-03-18,1501,Central,170585.14,0,2396.68,113938.06,4,9,1.0,1.0,0.1538,0.0
ACC00473,2022-04-06,1482,Bangkok,1404.21,0,7587.76,868.75,7,2,0.0,1.0,0.1111,0.0
ACC00474,2023-01-31,1182,Northeast,5989.84,0,2115.35,4214.17,3,8,0.0,1.0,0.0909,0.0
ACC00475,2025-09-08,231,Bangkok,15983.19,0,18787.25,1415.04,4,4,0.0218,1.0,0.125,0.25
ACC00476,2024-03-08,780,Bangkok,18983.53,0,28916.51,755.51,8,1,0.0,1.0,0.0,0.125
